insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
mowing,"pass,was smartly slashed",,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
pruning,"partial ,few to be pruned",,,,,,,,,,,,,,,,,,,,
staking',pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,fail,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial, very few plants start flowering",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
23/06/25,b2s2 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"pass ,weeds regrowth",,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,"pass, shrubs recoveries",,,,,,,,,,,,,,,,,,,,
pruning,"partial ,few plant to be pruned",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,"pass ,compost manure was applied",,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowers," fail, very few racemes",,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
23/06/25,b2s4 daily scouting,,,,,,,,,,,,,,,,,,,,
insectpests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,fail,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
pruning,"partial, early tree training",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowers,fail,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
24/06/25,b2s3,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass due to horse shoe basin making,,,,,,,,,,,,,,,,,,,,
basin formation,pass only 2 lines left,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass ,,,,,,,,,,,,,,,,,,,,
mowing,partial,,,,,,,,,,,,,,,,,,,,
pruning,"partial ,first 4lines requires height control",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,"partial ,due to irrigation",,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in goood order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
24/06/25,b2s5 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pest ,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basinweeds,"pass, weeds regrowth",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil  condition,fail,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
26/06/25,b1s1 daily scouting morning,,,,,,,,,,,,,,,,,,,,
insect pests,"fail ,4 green vegetable bugs found and some eggs",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"fail, to be slashed toavoid pests hosting",,,,,,,,,,,,,,,,,,,,
mowing,"partial, inprogress",,,,,,,,,,,,,,,,,,,,
wet soil condition ,"pass,only 2 draines record dry",,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth',pass,,,,,,,,,,,,,,,,,,,,
contours,"fail ,to be slashed",,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,early flowering is low",,,,,,,,,,,,,,,,,,,,
fire guard,"fail ,to be actioned before August a month of fire out break",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,action is highly required against stink bugs,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
26/06/25,B1S2 Daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,"fail, 1 green stink bug and some eggs found",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,"fail ,black jack to be slashed",,,,,,,,,,,,,,,,,,,,
mowing,partial,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
wet soil conditiion,"partial,",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
contours,fail,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
27/06/25,b2s7 daily scouting,,,,,,,,,,,,,,,,,,,,
insectpests,"fail, 1 green  stink bug found",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"partial ,grass recoveries",,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass due to irrigation,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,",,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
28/06/25,b2s6 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,"pass, only eggs of green vegetable bugs found [unhetched]",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering ,partial,,,,,,,,,,,,,,,,,,,,
health status,pass ,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
30/06/25,b2s8 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,fail,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"pass,inaccessibles fail",,,,,,,,,,,,,,,,,,,,
wet soil condition,pass due to heavy rain,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plants growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
healthy status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
01/07/25,B2S1A DAILY SCOUTING,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"pass, grass recoveries only",,,,,,,,,,,,,,,,,,,,
wet soil condition,"pass,",,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,"partial,few early flowers ",,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
bud break,"partial,plants starts main flowering",,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
01/07/25,b2s1b daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"pass, was smartly slashed",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
pruning,"partial,few plants requires action",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
fire guard,"fail ,to be actioned soon before August a month of fire outbreaks",,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
02/07/25,b1s1 check scouting after Benzoprid,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,black jack to be slashed ,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
dead plants,N/A,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,"pass ,most of the plants have a bud break for main flowering",,,,,,,,,,,,,,,,,,,,
fire guard,"fail ,to be actioned soon before August a month of fire outbreaks",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
02/07/25,b1s2 check scouting after Benzoprid,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
 basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,"partial, whichrequires action",,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,"partial,main flowering starts",,,,,,,,,,,,,,,,,,,,
fire guard,"fail,to be actioned",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
03/07/25,b2s2 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
mowing,"partial, grass recoveries",,,,,,,,,,,,,,,,,,,,
inrow slashing,partial,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
pruning,partial early tree training is needed,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutirients,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
compost manure,"pass,was applied",,,,,,,,,,,,,,,,,,,,
04/07/25,b2s4 daily scouting,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
flowering,fail,,,,,,,,,,,,,,,,,,,,
fire guard,pass,,,,,,,,,,,,,,,,,,,,
pruning,partial,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
heathstatus,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
04/07/25,b2s3 ,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass due to horse shoe basining,,,,,,,,,,,,,,,,,,,,
basin formation,pass smartly done,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,"pass, incomplet manure application",,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
flowering,"partial,bud break now starts",,,,,,,,,,,,,,,,,,,,
nut setting,pass good nut set for early flowering,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
pruning,fail,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Precious, if possible can you try and enter your scout reports here please.",,,,,,,,,,,,,,,,,,,,,
"If you need to know how to do this, please ask Justice. Doctor.",,,,,,,,,,,,,,,,,,,,,
"Also, please let David know if you want another Tractor lesson.",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
07/07/25,daily scouting morning,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass due to horse shoe basin making,,,,,,,,,,,,,,,,,,,,
basin formation,pass,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
pruning,"pass, was done",,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
nutsetting,partial,,,,,,,,,,,,,,,,,,,,
fire guard,fail to be actioned,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
b1s1   09/07/25,daily scouting zig zag afternoon,,,,,,,,,,,,,,,,,,,,
insectpests,"pass, 2 green stink bugs found",,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"pass,very clean ",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
mowing,"pass,very smart",,,,,,,,,,,,,,,,,,,,
wet soil condition,"pass ,due to heavy rain",,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
contours,pass    .inrow slashing  fail,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
fire guard,fail to be actioned,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,"pass, most of the plants have high perfomance of main flowering",,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
10/07/25,b1s2 daily scouting ,,,,,,,,,,,,,,,,,,,,
insect pests ,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,fail to be actioned,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
contours,pass,,,,,,,,,,,,,,,,,,,,
wet soil condtion,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
fire guard,"fail,to be actioned before  August a month of fire outbreaks",,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,partial,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,N/A,,,,,,,,,,,,,,,,,,,,
pipes in good order,N/A,,,,,,,,,,,,,,,,,,,,
drippers,N/A,,,,,,,,,,,,,,,,,,,,
pruning ,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
11/07/25,b2s1a,,,,,,,,,,,,,,,,,,,,
insect pests,pass,,,,,,,,,,,,,,,,,,,,
diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,"pass,only dried up grasses",,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,pass,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
wet soil condition,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
fire guard,"fail,to be actioned before  August a month of fire outbreaks",,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break ,partial,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
,by precious,,,,,,,,,,,,,,,,,,,,
11/07/25,b2s1b,,,,,,,,,,,,,,,,,,,,
insect pest diseases,pass,,,,,,,,,,,,,,,,,,,,
basin weeds,pass,,,,,,,,,,,,,,,,,,,,
basin formation,N/A,,,,,,,,,,,,,,,,,,,,
inrow slashing,pass,,,,,,,,,,,,,,,,,,,,
mowing,"pass, smartly slashed",,,,,,,,,,,,,,,,,,,,
wet soil condition,partial,,,,,,,,,,,,,,,,,,,,
soil nutrients,pass,,,,,,,,,,,,,,,,,,,,
leaf colour,pass,,,,,,,,,,,,,,,,,,,,
plant growth normal,pass,,,,,,,,,,,,,,,,,,,,
fire guard,fail,,,,,,,,,,,,,,,,,,,,
flowering,partial,,,,,,,,,,,,,,,,,,,,
bud break,parttial,,,,,,,,,,,,,,,,,,,,
pruning,pass,,,,,,,,,,,,,,,,,,,,
staking,pass,,,,,,,,,,,,,,,,,,,,
pipes correctly burried,pass,,,,,,,,,,,,,,,,,,,,
pipes in good order,pass,,,,,,,,,,,,,,,,,,,,
drippers,pass,,,,,,,,,,,,,,,,,,,,
dead plants,pass,,,,,,,,,,,,,,,,,,,,
health status,pass,,,,,,,,,,,,,,,,,,,,
